query,superpathway,pathway,subpathway,function,id,description,V2,V3
Ga0242637_113423,Clustering-based subsystems,unclassified,A predicted deacylase that co-occurs with Ribosomal protein S6 glutaminyl transferase,FIG003737: Predicted deacylase,SS17434,FIG003737: Predicted deacylase,67.62,3.80E-84
Ga0242637_113424,Protein Metabolism,Protein biosynthesis,Ribosome biogenesis bacterial,hypothetical protein sometimes fused to ribosomal protein S6 glutaminyl transferase,SS11232,hypothetical protein sometimes fused to ribosomal protein S6 glutaminyl transferase,83.9,4.50E-52
Ga0242637_113425,Protein Metabolism,Protein biosynthesis,Ribosome biogenesis bacterial,Ribosomal protein S6 glutaminyl transferase,SS11245,Ribosomal protein S6 glutaminyl transferase,90.1,1.37E-178
Ga0242637_113426,Carbohydrates,Central carbohydrate metabolism,Methylglyoxal Metabolism,Hydroxyacylglutathione hydrolase (EC 3.1.2.6),SS18195,Hydroxyacylglutathione hydrolase (EC 3.1.2.6),63.775,8.81E-154
Ga0242637_113428,unclassified,unclassified,Yggs,Glutamate-1-semialdehyde aminotransferase (EC 5.4.3.8),SS17948,Glutamate-1-semialdehyde aminotransferase (EC 5.4.3.8),61.96666667,2.04E-94
Ga0242637_113429,unclassified,unclassified,CBSS-227321.4.peg.3751,Mobile element protein,SS18898,Mobile element protein,55.1,1.79E-135
Ga0242637_113433,RNA Metabolism,RNA processing and modification,Queuosine-Archaeosine Biosynthesis,Permease of the drug/metabolite transporter (DMT) superfamily,SS19397,Permease of the drug/metabolite transporter (DMT) superfamily,100,1.20E-164
Ga0242637_113434,unclassified,unclassified,CBSS-227321.4.peg.3751,putative transcriptional regulator,SS21935,putative transcriptional regulator,53.6,4.00E-46
Ga0242637_113434,Clustering-based subsystems,unclassified,CBSS-349102.4.peg.3442,"Transcriptional regulator, LysR family",SS21136,"Transcriptional regulator, LysR family",44,1.50E-45
Ga0242637_113437,unclassified,unclassified,"Sarcosine oxidases, monomeric and heterotetrameric",L-serine dehydratase (EC 4.3.1.17),SS18517,L-serine dehydratase (EC 4.3.1.17),76.3875,1.40E-186
Ga0242637_113438,unclassified,unclassified,YgfZ-Fe-S clustering,Lipoate synthase,SS18587,Lipoate synthase,77.7,9.50E-125
Ga0242637_113439,unclassified,unclassified,tsaC cluster,Serine hydroxymethyltransferase (EC 2.1.2.1),SS20574,Serine hydroxymethyltransferase (EC 2.1.2.1),80.73636364,4.50E-186
Ga0242637_113440,Carbohydrates,CO2 fixation,Photorespiration (oxidative C2 cycle),Glycine cleavage system H protein,SS18005,Glycine cleavage system H protein,69.28571429,1.10E-37
Ga0242637_113441,unclassified,unclassified,YgfZ-Fe-S,Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10),SS16403,Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10),73.33333333,2.51E-131
Ga0242637_113442,Carbohydrates,CO2 fixation,Photorespiration (oxidative C2 cycle),Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2),SS18008,Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2),73.78333333,0
Ga0242637_113443,Experimental Subsystems,unclassified,Transporters In Models,D-serine/D-alanine/glycine transporter,SS17062,D-serine/D-alanine/glycine transporter,82.06,9.36E-205
Ga0242637_113444,Experimental Subsystems,unclassified,Transporters In Models,"ABC transporter, ATP-binding protein",SS16137,"ABC transporter, ATP-binding protein",81.4,1.22E-97
Ga0242637_113445,Experimental Subsystems,unclassified,Transporters In Models,"ABC transporter, permease protein",SS16142,"ABC transporter, permease protein",78.84,1.50E-91
Ga0242637_113445,Clustering-based subsystems,Cytochrome biogenesis,CBSS-196164.1.peg.1690,"ABC-type multidrug transport system, permease component",SS02173,"ABC-type multidrug transport system, permease component",80,1.50E-101
Ga0242637_113446,"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Cobalt-zinc-cadmium resistance,"Transcriptional regulator, MerR family",SS03277,"Transcriptional regulator, MerR family",70.04285714,7.17E-77
Ga0242637_113448,Amino Acids and Derivatives,"Lysine, threonine, methionine, and cysteine",Threonine and Homoserine Biosynthesis,Homoserine kinase (EC 2.7.1.39),SS18142,Homoserine kinase (EC 2.7.1.39),50.15,2.75E-33
Ga0242637_113449,Experimental Subsystems,unclassified,ZZ gjo scratch,Aspartate aminotransferase (EC 2.6.1.1),SS16487,Aspartate aminotransferase (EC 2.6.1.1),43.35,1.32E-95
Ga0242637_113450,DNA Metabolism,DNA replication,DNA-replication,Replicative DNA helicase (EC 3.6.1.-),SS04677,Replicative DNA helicase (EC 3.6.1.-),75.93333333,2.53E-208
Ga0242637_113450,Protein Metabolism,Protein processing and modification,Inteins,intein-containing,SS06736,intein-containing,63.9,3.79E-208
Ga0242637_113458,unclassified,unclassified,Family 23 FUPA23 P-type ATPase,putative transposase,SS21936,putative transposase,73.4,3.20E-216
Ga0242637_113462,Carbohydrates,unclassified,Sugar utilization in Thermotogales,Beta-glucosidase (EC 3.2.1.21),SS16553,Beta-glucosidase (EC 3.2.1.21),68.5,2.16E-170
Ga0242637_113464,Clustering-based subsystems,unclassified,SA:14-24,LSU ribosomal protein L9p,SS18546,LSU ribosomal protein L9p,67.7,1.38E-44
Ga0242637_113465,"Phages, Prophages, Transposable elements, Plasmids",Pathogenicity islands,Staphylococcal pathogenicity islands SaPI,SSU ribosomal protein S18p,SS20517,SSU ribosomal protein S18p,93.82222222,5.47E-29
Ga0242637_113466,Experimental Subsystems,unclassified,slr0575,Single-stranded DNA-binding protein,SS20632,Single-stranded DNA-binding protein,88.34,3.55E-53
Ga0242637_113467,Protein Metabolism,Protein biosynthesis,Ribosome SSU bacterial,SSU ribosomal protein S6p,SS11443,SSU ribosomal protein S6p,79.5875,2.31E-33
Ga0242637_113469,unclassified,unclassified,WhiB and WhiB-type regulatory proteins 2,Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-),SS18943,Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-),61.125,2.75E-145
Ga0242637_113470,Stress Response,unclassified,SigmaB stress responce regulation,putative RNA polymerase sigma factor,SS02461,putative RNA polymerase sigma factor,72.575,5.00E-40
Ga0242637_113472,Clustering-based subsystems,unclassified,CBSS-1352.1.peg.856,"Transcriptional regulator, PadR family",SS21140,"Transcriptional regulator, PadR family",79.95,7.50E-53
Ga0242637_113473,Carbohydrates,Sugar alcohols,Di-Inositol-Phosphate biosynthesis,Inositol-1-phosphate synthase (EC 5.5.1.4),SS18409,Inositol-1-phosphate synthase (EC 5.5.1.4),87.25714286,1.14E-165
Ga0242637_113477,Stress Response,unclassified,SigmaB stress responce regulation,putative RNA polymerase sigma factor,SS02461,putative RNA polymerase sigma factor,63.975,3.61E-36
Ga0242637_113477,Stress Response,Oxidative stress,Regulation of Oxidative Stress Response,RNA polymerase sigma factor,SS20333,RNA polymerase sigma factor,50.9,2.20E-36
Ga0242637_113479,Experimental Subsystems,unclassified,rRNA methylation in clusters,"Protein serine/threonine phosphatase PrpC, regulation of stationary phase",SS03948,"Protein serine/threonine phosphatase PrpC, regulation of stationary phase",68.53333333,3.07E-48
Ga0242637_113481,RNA Metabolism,RNA processing and modification,tRNA nucleotidyltransferase,tRNA nucleotidyltransferase (EC 2.7.7.21) (EC 2.7.7.25),SS22003,tRNA nucleotidyltransferase (EC 2.7.7.21) (EC 2.7.7.25),72.11428571,1.56E-178
Ga0242637_113482,Clustering-based subsystems,May be related to ADP-phosphoribose and NAD-dependent acetylation,CBSS-216591.1.peg.168,NTP pyrophosphohydrolases including oxidative damage repair enzymes,SS19046,NTP pyrophosphohydrolases including oxidative damage repair enzymes,79.66666667,8.33E-55
Ga0242637_113483,Experimental Subsystems,unclassified,Flagellum-CBSS-483179.3.peg.2258,Flagellar hook-length control protein FliK,SS05447,Flagellar hook-length control protein FliK,27.55,2.10E-22
Ga0242637_113485,RNA Metabolism,Transcription,"Transcription initiation, bacterial sigma factors",RNA polymerase sigma-54 factor RpoN,SS20340,RNA polymerase sigma-54 factor RpoN,62.6,3.30E-56
Ga0242637_113487,Experimental Subsystems,Pyrimidines,pyrimidine conversions v2,Thioredoxin reductase (EC 1.8.1.9),SS21044,Thioredoxin reductase (EC 1.8.1.9),80.08571429,1.42E-133
Ga0242637_113488,Protein Metabolism,Selenoproteins,"Glycine reductase, sarcosine reductase and betaine reductase",Thioredoxin,SS21042,Thioredoxin,71.6,4.62E-34
Ga0242637_113489,Regulation and Cell signaling,unclassified,Zinc regulated enzymes,N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28),SS18988,N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28),62.05,1.32E-94
Ga0242637_113493,Regulation and Cell signaling,unclassified,cAMP signaling in bacteria,"3',5'-cyclic-nucleotide phosphodiesterase (EC 3.1.4.17)",SS15983,"3',5'-cyclic-nucleotide phosphodiesterase (EC 3.1.4.17)",56.78,1.18E-60
Ga0242637_113496,DNA Metabolism,DNA repair,DNA Repair Base Excision,Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23),SS04611,Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23),56.66,2.11E-61
Ga0242637_113497,unclassified,unclassified,Two cell division clusters relating to chromosome partitioning,Chromosome (plasmid) partitioning protein ParB,SS16843,Chromosome (plasmid) partitioning protein ParB,63.85714286,3.11E-102
Ga0242637_113497,Cell Division and Cell Cycle,unclassified,Bacterial Cytoskeleton,Stage 0 sporulation protein J,SS01277,Stage 0 sporulation protein J,63.85714286,3.11E-102
Ga0242637_113498,unclassified,unclassified,Two cell division clusters relating to chromosome partitioning,Chromosome (plasmid) partitioning protein ParA,SS16842,Chromosome (plasmid) partitioning protein ParA,78.86,1.97E-109
Ga0242637_113498,unclassified,unclassified,CBSS-205914.5.peg.1403,Sporulation initiation inhibitor protein Soj,SS01276,Sporulation initiation inhibitor protein Soj,78.86,1.97E-109
Ga0242637_113499,Clustering-based subsystems,unclassified,RNA modification and chromosome partitioning cluster,"rRNA small subunit methyltransferase, glucose inhibited division protein GidB",SS21948,"rRNA small subunit methyltransferase, glucose inhibited division protein GidB",73,1.50E-48
Ga0242637_113499,unclassified,unclassified,rRNA modification bacteria,rRNA small subunit 7-methylguanosine (m7G) methyltransferase GidB,SS21944,rRNA small subunit 7-methylguanosine (m7G) methyltransferase GidB,51.8,1.25E-47
Ga0242637_113500,"Virulence, Disease and Defense",Invasion and intracellular resistance,Mycobacterium virulence operon involved in an unknown function with a Jag Protein and YidC and YidD,RNA-binding protein Jag,SS00877,RNA-binding protein Jag,67.84444444,6.36E-41
Ga0242637_113501,Clustering-based subsystems,unclassified,RNA modification cluster,"Inner membrane protein translocase component YidC, long form",SS18398,"Inner membrane protein translocase component YidC, long form",60.7375,7.30E-82
Ga0242637_113502,Clustering-based subsystems,unclassified,RNA modification cluster,Protein YidD,SS11589,Protein YidD,65.32222222,9.68E-21
Ga0242637_113503,RNA Metabolism,RNA processing and modification,tRNA processing,Ribonuclease P protein component (EC 3.1.26.5),SS20424,Ribonuclease P protein component (EC 3.1.26.5),65.34,4.84E-16
Ga0242637_113504,unclassified,unclassified,Ribospme LSU Symbiont,LSU ribosomal protein L34p,SS18540,LSU ribosomal protein L34p,95.275,1.06E-12
Ga0242637_113505,DNA Metabolism,DNA replication,DNA-replication,Chromosomal replication initiator protein DnaA,SS04647,Chromosomal replication initiator protein DnaA,66.18,2.40E-160
Ga0242637_113506,DNA Metabolism,DNA replication,DNA-replication,DNA polymerase III beta subunit (EC 2.7.7.7),SS04652,DNA polymerase III beta subunit (EC 2.7.7.7),75.2,1.90E-158
Ga0242637_113507,Carbohydrates,unclassified,Sugar utilization in Thermotogales,"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)",SS16116,"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)",74.4,6.00E-125
Ga0242637_113508,Clustering-based subsystems,Hypothetical associated with RecF,Hypothetical Coupled to RecF,DNA recombination and repair protein RecF,SS17090,DNA recombination and repair protein RecF,68.65,1.33E-116
Ga0242637_113512,Stress Response,unclassified,SigmaB stress responce regulation,putative RNA polymerase sigma factor,SS02461,putative RNA polymerase sigma factor,51.225,2.04E-28
Ga0242637_113513,"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Resistance to fluoroquinolones,DNA gyrase subunit B (EC 5.99.1.3),SS17072,DNA gyrase subunit B (EC 5.99.1.3),79.95,5.12E-287
Ga0242637_113514,"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Resistance to fluoroquinolones,DNA gyrase subunit A (EC 5.99.1.3),SS17071,DNA gyrase subunit A (EC 5.99.1.3),77.7,0
Ga0242637_113519,"Phages, Prophages, Transposable elements, Plasmids","Phages, Prophages",Phage integration and excision,Integrase,SS09279,Integrase,56.9,8.60E-128
Ga0242637_113522,unclassified,unclassified,WhiB and WhiB-type regulatory proteins 2,WhiB-type transcriptional regulator,SS15210,WhiB-type transcriptional regulator,50.05,7.00E-09
Ga0242637_113522,unclassified,unclassified,WhiB and WhiB-type regulatory proteins 2,Sporulation regulatory protein WhiB,SS15205,Sporulation regulatory protein WhiB,45.73333333,5.83E-08
Ga0242637_113522,unclassified,unclassified,WhiB and WhiB-type regulatory proteins 2,Sporulation regulatory protein WhiD,SS15206,Sporulation regulatory protein WhiD,36.2,7.40E-08
Ga0242637_113541,Experimental Subsystems,unclassified,271-Bsub,DNA-cytosine methyltransferase (EC 2.1.1.37),SS04519,DNA-cytosine methyltransferase (EC 2.1.1.37),36.1,3.70E-54
Ga0242637_113542,unclassified,unclassified,Family 23 FUPA23 P-type ATPase,putative transposase,SS21936,putative transposase,73.4,3.20E-216
Ga0242637_113544,Dormancy and Sporulation,unclassified,Persister Cells,HipB protein,SS09161,HipB protein,43.6,4.60E-05
Ga0242637_113545,Dormancy and Sporulation,unclassified,Persister Cells,HipA protein,SS09160,HipA protein,55.04,1.48E-69
Ga0242637_113546,Experimental Subsystems,unclassified,rRNA methylation in clusters,"Serine/threonine protein kinase PrkC, regulator of stationary phase",SS20583,"Serine/threonine protein kinase PrkC, regulator of stationary phase",31.45,2.15E-10
Ga0242637_113546,Experimental Subsystems,unclassified,CobW,High-affnity carbon uptake protein Hat/HatR,SS18112,High-affnity carbon uptake protein Hat/HatR,34.7,2.40E-10
Ga0242637_113548,Experimental Subsystems,unclassified,ZZ gjo scratch,Ava_C0101 and related proteins,SS16511,Ava_C0101 and related proteins,67.78333333,5.44E-93
Ga0242637_113549,"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Cobalt-zinc-cadmium resistance,Cobalt-zinc-cadmium resistance protein CzcD,SS03263,Cobalt-zinc-cadmium resistance protein CzcD,33.5,3.90E-13
Ga0242637_113550,Experimental Subsystems,unclassified,Transporters In Models,Na+/H+ antiporter NhaA type,SS08535,Na+/H+ antiporter NhaA type,70.6,1.08E-201
Ga0242637_113551,Carbohydrates,CO2 fixation,Photorespiration (oxidative C2 cycle),"Glycolate dehydrogenase (EC 1.1.99.14), iron-sulfur subunit GlcF",SS18019,"Glycolate dehydrogenase (EC 1.1.99.14), iron-sulfur subunit GlcF",45.45,7.05E-46
Ga0242637_113552,Carbohydrates,CO2 fixation,Photorespiration (oxidative C2 cycle),"Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD",SS18020,"Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD",63.5,1.10E-150
Ga0242637_113552,Carbohydrates,Central carbohydrate metabolism,"Glycolate, glyoxylate interconversions","Predicted glycolate dehydrogenase, 2-subunit type (EC 1.1.99.14), iron-sulfur subunit GlcD",SS19881,"Predicted glycolate dehydrogenase, 2-subunit type (EC 1.1.99.14), iron-sulfur subunit GlcD",52.75,2.75E-124
Ga0242637_113553,Experimental Subsystems,unclassified,Transporters In Models,L-lactate permease,SS06999,L-lactate permease,61.7625,1.06E-167
Ga0242637_113554,Carbohydrates,Organic acids,Lactate utilization,"Lactate-responsive regulator LldR in Actinobacteria, GntR family",SS06994,"Lactate-responsive regulator LldR in Actinobacteria, GntR family",50.08,5.22E-50
Ga0242637_113559,RNA Metabolism,RNA processing and modification,Queuosine-Archaeosine Biosynthesis,Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8),SS10828,Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8),79.6,1.82E-67
Ga0242637_113563,unclassified,unclassified,Tryptophan synthesis Chlora tempo,"Anthranilate synthase, amidotransferase component (EC 4.1.3.27)",SS16423,"Anthranilate synthase, amidotransferase component (EC 4.1.3.27)",74.87142857,5.04E-76
Ga0242637_113563,unclassified,unclassified,Tryptophan synthesis Chlora tempo,"Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)",SS19346,"Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)",74.87142857,5.04E-76
Ga0242637_113564,Experimental Subsystems,unclassified,rRNA methylation in clusters,"Serine/threonine protein kinase PrkC, regulator of stationary phase",SS20583,"Serine/threonine protein kinase PrkC, regulator of stationary phase",59.85,5.35E-119
Ga0242637_113567,unclassified,unclassified,Yggs,Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129),SS16789,Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129),59.35714286,4.32E-122
Ga0242637_113568,Clustering-based subsystems,Cell Division,cell division cluster containing FtsQ,Cell division protein FtsW,SS16793,Cell division protein FtsW,65.98571429,2.59E-141
Ga0242637_113571,Regulation and Cell signaling,unclassified,cAMP signaling in bacteria,Adenylate cyclase (EC 4.6.1.1),SS16311,Adenylate cyclase (EC 4.6.1.1),51.67142857,6.00E-45
Ga0242637_113574,Protein Metabolism,Protein degradation,Proteasome bacterial,"Uncharacterized protein, similar to the N-terminal domain of Lon protease",SS21448,"Uncharacterized protein, similar to the N-terminal domain of Lon protease",50.25,4.38E-24
Ga0242637_113576,"Fatty Acids, Lipids, and Isoprenoids",Triacylglycerols,Triacylglycerol metabolism,Lysophospholipase (EC 3.1.1.5),SS13963,Lysophospholipase (EC 3.1.1.5),61.33333333,2.27E-81
Ga0242637_113576,"Fatty Acids, Lipids, and Isoprenoids",Triacylglycerols,Triacylglycerol metabolism,Monoglyceride lipase (EC 3.1.1.23),SS18915,Monoglyceride lipase (EC 3.1.1.23),61.33333333,2.27E-81
Ga0242637_113579,Experimental Subsystems,unclassified,Transporters In Models,"ABC transporter, permease protein",SS16142,"ABC transporter, permease protein",68.65,3.25E-107
